name,lat,lng,hour,day,available_spots,total_capacity
Indira Gandhi Athletic Stadium,26.111,91.761,11,5,304,500
Guwahati Railway Station,26.181,91.75,9,2,221,300
Guwahati Railway Station,26.181,91.75,0,5,154,300
Select CITYWALK,28.528,77.218,18,0,279,350
Select CITYWALK,28.528,77.218,11,5,278,350
Connaught Place,28.631,77.219,22,3,87,200
UB City Mall,12.971,77.595,21,0,124,200
M Chinnaswamy Stadium,12.978,77.599,17,2,287,600
Connaught Place,28.631,77.219,8,4,155,200
M Chinnaswamy Stadium,12.978,77.599,14,4,355,600
M Chinnaswamy Stadium,12.978,77.599,0,2,356,600
M Chinnaswamy Stadium,12.978,77.599,21,3,387,600
M Chinnaswamy Stadium,12.978,77.599,11,1,344,600
Indira Gandhi Athletic Stadium,26.111,91.761,6,0,234,500
M Chinnaswamy Stadium,12.978,77.599,10,0,266,600
UB City Mall,12.971,77.595,23,0,136,200
UB City Mall,12.971,77.595,10,0,152,200
Guwahati Railway Station,26.181,91.75,15,3,159,300
Guwahati Railway Station,26.181,91.75,14,3,227,300
M Chinnaswamy Stadium,12.978,77.599,2,3,360,600
Chhatrapati Shivaji Terminus,18.94,72.835,9,1,62,150
Chhatrapati Shivaji Terminus,18.94,72.835,6,6,76,150
Connaught Place,28.631,77.219,11,3,137,200
Phoenix Marketcity,19.088,72.882,1,3,284,400
UB City Mall,12.971,77.595,14,0,151,200
Guwahati Railway Station,26.181,91.75,22,0,179,300
Guwahati Railway Station,26.181,91.75,18,4,130,300
India Gate Parking,28.612,77.229,9,1,58,100
Connaught Place,28.631,77.219,8,4,139,200
UB City Mall,12.971,77.595,10,1,158,200
Select CITYWALK,28.528,77.218,7,3,241,350
Guwahati Railway Station,26.181,91.75,8,3,219,300
Select CITYWALK,28.528,77.218,7,5,265,350
Phoenix Marketcity,19.088,72.882,17,5,200,400
Phoenix Marketcity,19.088,72.882,19,5,163,400
M Chinnaswamy Stadium,12.978,77.599,11,6,316,600
Guwahati Railway Station,26.181,91.75,6,4,188,300
Guwahati Railway Station,26.181,91.75,23,2,148,300
Select CITYWALK,28.528,77.218,8,5,156,350
M Chinnaswamy Stadium,12.978,77.599,11,1,291,600
M Chinnaswamy Stadium,12.978,77.599,21,0,308,600
UB City Mall,12.971,77.595,10,3,143,200
Select CITYWALK,28.528,77.218,20,0,203,350
Gateway of India Parking,18.922,72.834,9,5,46,80
Connaught Place,28.631,77.219,19,1,143,200
M Chinnaswamy Stadium,12.978,77.599,6,4,268,600
Select CITYWALK,28.528,77.218,11,5,197,350
Gateway of India Parking,18.922,72.834,20,4,62,80
Chhatrapati Shivaji Terminus,18.94,72.835,10,4,81,150
UB City Mall,12.971,77.595,6,4,119,200
Indira Gandhi Athletic Stadium,26.111,91.761,19,3,263,500
Chhatrapati Shivaji Terminus,18.94,72.835,17,2,66,150
Connaught Place,28.631,77.219,19,0,157,200
Select CITYWALK,28.528,77.218,7,4,178,350
Gateway of India Parking,18.922,72.834,7,3,59,80
UB City Mall,12.971,77.595,15,0,122,200
M Chinnaswamy Stadium,12.978,77.599,21,1,379,600
Gateway of India Parking,18.922,72.834,20,1,45,80
Chhatrapati Shivaji Terminus,18.94,72.835,21,5,72,150
M Chinnaswamy Stadium,12.978,77.599,11,2,280,600
Connaught Place,28.631,77.219,11,5,138,200
Select CITYWALK,28.528,77.218,0,2,196,350
Select CITYWALK,28.528,77.218,7,0,140,350
India Gate Parking,28.612,77.229,22,6,71,100
City Centre Mall,26.152,91.776,3,1,48,120
Select CITYWALK,28.528,77.218,3,2,213,350
India Gate Parking,28.612,77.229,8,2,61,100
M Chinnaswamy Stadium,12.978,77.599,1,5,478,600
M Chinnaswamy Stadium,12.978,77.599,8,1,368,600
Chhatrapati Shivaji Terminus,18.94,72.835,22,2,98,150
Indira Gandhi Athletic Stadium,26.111,91.761,23,6,274,500
Guwahati Railway Station,26.181,91.75,12,6,174,300
Connaught Place,28.631,77.219,9,1,145,200
Guwahati Railway Station,26.181,91.75,1,2,174,300
Connaught Place,28.631,77.219,5,1,103,200
City Centre Mall,26.152,91.776,3,1,72,120
UB City Mall,12.971,77.595,12,6,36,200
Indira Gandhi Athletic Stadium,26.111,91.761,7,2,238,500
Chhatrapati Shivaji Terminus,18.94,72.835,14,2,100,150
India Gate Parking,28.612,77.229,22,4,68,100
Connaught Place,28.631,77.219,5,0,96,200
Phoenix Marketcity,19.088,72.882,3,1,257,400
Select CITYWALK,28.528,77.218,22,0,270,350
Guwahati Railway Station,26.181,91.75,22,6,161,300
Gateway of India Parking,18.922,72.834,17,4,53,80
City Centre Mall,26.152,91.776,18,4,50,120
UB City Mall,12.971,77.595,10,0,158,200
Indira Gandhi Athletic Stadium,26.111,91.761,20,0,230,500
Indira Gandhi Athletic Stadium,26.111,91.761,8,5,262,500
Gateway of India Parking,18.922,72.834,2,3,61,80
Indira Gandhi Athletic Stadium,26.111,91.761,16,2,249,500
Chhatrapati Shivaji Terminus,18.94,72.835,20,4,65,150
City Centre Mall,26.152,91.776,11,1,79,120
M Chinnaswamy Stadium,12.978,77.599,23,2,300,600
India Gate Parking,28.612,77.229,20,5,76,100
Gateway of India Parking,18.922,72.834,19,1,38,80
UB City Mall,12.971,77.595,1,1,146,200
India Gate Parking,28.612,77.229,18,6,78,100
Connaught Place,28.631,77.219,4,1,105,200
Chhatrapati Shivaji Terminus,18.94,72.835,1,2,102,150
City Centre Mall,26.152,91.776,10,2,92,120
India Gate Parking,28.612,77.229,7,5,63,100
Indira Gandhi Athletic Stadium,26.111,91.761,17,1,219,500
Phoenix Marketcity,19.088,72.882,3,2,257,400
Phoenix Marketcity,19.088,72.882,2,2,232,400
Select CITYWALK,28.528,77.218,7,3,239,350
Gateway of India Parking,18.922,72.834,2,4,43,80
Connaught Place,28.631,77.219,18,2,88,200
UB City Mall,12.971,77.595,20,0,132,200
Phoenix Marketcity,19.088,72.882,21,5,288,400
Phoenix Marketcity,19.088,72.882,13,3,192,400
M Chinnaswamy Stadium,12.978,77.599,18,2,292,600
India Gate Parking,28.612,77.229,20,0,69,100
Indira Gandhi Athletic Stadium,26.111,91.761,11,4,367,500
Chhatrapati Shivaji Terminus,18.94,72.835,1,4,87,150
India Gate Parking,28.612,77.229,21,5,45,100
City Centre Mall,26.152,91.776,16,1,58,120
Gateway of India Parking,18.922,72.834,9,4,53,80
City Centre Mall,26.152,91.776,4,0,73,120
Gateway of India Parking,18.922,72.834,9,5,39,80
Connaught Place,28.631,77.219,11,2,144,200
Indira Gandhi Athletic Stadium,26.111,91.761,5,6,278,500
UB City Mall,12.971,77.595,0,5,34,200
City Centre Mall,26.152,91.776,17,0,56,120
UB City Mall,12.971,77.595,0,4,147,200
M Chinnaswamy Stadium,12.978,77.599,19,6,445,600
Chhatrapati Shivaji Terminus,18.94,72.835,13,1,80,150
M Chinnaswamy Stadium,12.978,77.599,16,5,294,600
Chhatrapati Shivaji Terminus,18.94,72.835,23,4,106,150
City Centre Mall,26.152,91.776,17,4,57,120
Gateway of India Parking,18.922,72.834,11,2,32,80
Phoenix Marketcity,19.088,72.882,12,0,250,400
City Centre Mall,26.152,91.776,3,0,65,120
Indira Gandhi Athletic Stadium,26.111,91.761,7,6,382,500
UB City Mall,12.971,77.595,4,5,11,200
Chhatrapati Shivaji Terminus,18.94,72.835,23,0,99,150
UB City Mall,12.971,77.595,9,6,29,200
Gateway of India Parking,18.922,72.834,15,0,49,80
Phoenix Marketcity,19.088,72.882,20,5,227,400
Gateway of India Parking,18.922,72.834,13,2,54,80
Indira Gandhi Athletic Stadium,26.111,91.761,13,0,381,500
M Chinnaswamy Stadium,12.978,77.599,7,6,243,600
Guwahati Railway Station,26.181,91.75,4,6,207,300
Indira Gandhi Athletic Stadium,26.111,91.761,21,0,386,500
Guwahati Railway Station,26.181,91.75,0,6,151,300
Indira Gandhi Athletic Stadium,26.111,91.761,19,2,282,500
M Chinnaswamy Stadium,12.978,77.599,9,3,297,600
Phoenix Marketcity,19.088,72.882,4,4,233,400
Select CITYWALK,28.528,77.218,7,1,200,350
Indira Gandhi Athletic Stadium,26.111,91.761,15,1,211,500
Indira Gandhi Athletic Stadium,26.111,91.761,11,0,368,500
India Gate Parking,28.612,77.229,4,2,57,100
Chhatrapati Shivaji Terminus,18.94,72.835,5,6,102,150
City Centre Mall,26.152,91.776,2,1,71,120
M Chinnaswamy Stadium,12.978,77.599,20,5,283,600
Gateway of India Parking,18.922,72.834,8,4,46,80
Chhatrapati Shivaji Terminus,18.94,72.835,17,1,92,150
Guwahati Railway Station,26.181,91.75,7,6,129,300
Select CITYWALK,28.528,77.218,9,1,227,350
Chhatrapati Shivaji Terminus,18.94,72.835,12,1,94,150
Chhatrapati Shivaji Terminus,18.94,72.835,21,6,61,150
India Gate Parking,28.612,77.229,9,4,75,100
Select CITYWALK,28.528,77.218,12,1,248,350
Guwahati Railway Station,26.181,91.75,17,2,137,300
UB City Mall,12.971,77.595,4,4,101,200
UB City Mall,12.971,77.595,20,3,129,200
Connaught Place,28.631,77.219,16,6,147,200
India Gate Parking,28.612,77.229,23,5,43,100
UB City Mall,12.971,77.595,1,3,102,200
Phoenix Marketcity,19.088,72.882,8,1,300,400
Gateway of India Parking,18.922,72.834,16,2,63,80
Select CITYWALK,28.528,77.218,15,3,252,350
India Gate Parking,28.612,77.229,8,6,78,100
Connaught Place,28.631,77.219,22,0,144,200
Phoenix Marketcity,19.088,72.882,12,6,207,400
Connaught Place,28.631,77.219,23,4,80,200
UB City Mall,12.971,77.595,6,6,22,200
Select CITYWALK,28.528,77.218,9,4,153,350
Chhatrapati Shivaji Terminus,18.94,72.835,13,1,104,150
Phoenix Marketcity,19.088,72.882,8,6,171,400
M Chinnaswamy Stadium,12.978,77.599,3,3,263,600
M Chinnaswamy Stadium,12.978,77.599,3,4,446,600
M Chinnaswamy Stadium,12.978,77.599,1,2,241,600
UB City Mall,12.971,77.595,19,1,139,200
M Chinnaswamy Stadium,12.978,77.599,9,2,257,600
India Gate Parking,28.612,77.229,12,2,77,100
Connaught Place,28.631,77.219,14,0,101,200
Indira Gandhi Athletic Stadium,26.111,91.761,13,5,235,500
India Gate Parking,28.612,77.229,20,0,62,100
Phoenix Marketcity,19.088,72.882,0,1,311,400
Chhatrapati Shivaji Terminus,18.94,72.835,13,4,70,150
Indira Gandhi Athletic Stadium,26.111,91.761,19,1,330,500
M Chinnaswamy Stadium,12.978,77.599,20,6,380,600
Chhatrapati Shivaji Terminus,18.94,72.835,14,2,92,150
Gateway of India Parking,18.922,72.834,6,3,41,80
India Gate Parking,28.612,77.229,5,5,71,100
M Chinnaswamy Stadium,12.978,77.599,12,4,379,600
M Chinnaswamy Stadium,12.978,77.599,7,6,329,600
Select CITYWALK,28.528,77.218,5,2,278,350
Phoenix Marketcity,19.088,72.882,5,3,160,400
Guwahati Railway Station,26.181,91.75,19,0,181,300
Indira Gandhi Athletic Stadium,26.111,91.761,20,5,345,500
Chhatrapati Shivaji Terminus,18.94,72.835,19,2,101,150
M Chinnaswamy Stadium,12.978,77.599,16,2,455,600
Connaught Place,28.631,77.219,0,6,98,200
Gateway of India Parking,18.922,72.834,4,1,52,80
UB City Mall,12.971,77.595,9,6,14,200
UB City Mall,12.971,77.595,11,2,121,200
M Chinnaswamy Stadium,12.978,77.599,18,0,458,600
Guwahati Railway Station,26.181,91.75,17,1,159,300
Chhatrapati Shivaji Terminus,18.94,72.835,15,1,98,150
M Chinnaswamy Stadium,12.978,77.599,16,5,412,600
Gateway of India Parking,18.922,72.834,7,6,50,80
City Centre Mall,26.152,91.776,15,4,92,120
India Gate Parking,28.612,77.229,23,4,75,100
UB City Mall,12.971,77.595,2,3,133,200
City Centre Mall,26.152,91.776,18,3,94,120
UB City Mall,12.971,77.595,2,0,98,200
Select CITYWALK,28.528,77.218,13,6,197,350
City Centre Mall,26.152,91.776,17,3,58,120
Phoenix Marketcity,19.088,72.882,5,1,168,400
Gateway of India Parking,18.922,72.834,22,6,38,80
UB City Mall,12.971,77.595,9,0,142,200
Guwahati Railway Station,26.181,91.75,3,1,124,300
Phoenix Marketcity,19.088,72.882,19,3,271,400
City Centre Mall,26.152,91.776,3,3,92,120
Select CITYWALK,28.528,77.218,18,0,256,350
Guwahati Railway Station,26.181,91.75,12,3,239,300
M Chinnaswamy Stadium,12.978,77.599,0,0,455,600
M Chinnaswamy Stadium,12.978,77.599,22,3,429,600
City Centre Mall,26.152,91.776,4,2,86,120
M Chinnaswamy Stadium,12.978,77.599,16,3,334,600
Indira Gandhi Athletic Stadium,26.111,91.761,6,2,204,500
Phoenix Marketcity,19.088,72.882,15,3,183,400
Guwahati Railway Station,26.181,91.75,21,1,203,300
Indira Gandhi Athletic Stadium,26.111,91.761,7,3,224,500
Select CITYWALK,28.528,77.218,7,5,147,350
Indira Gandhi Athletic Stadium,26.111,91.761,0,4,388,500
India Gate Parking,28.612,77.229,14,1,63,100
UB City Mall,12.971,77.595,12,1,97,200
Select CITYWALK,28.528,77.218,6,2,210,350
Indira Gandhi Athletic Stadium,26.111,91.761,5,5,200,500
Connaught Place,28.631,77.219,3,4,112,200
UB City Mall,12.971,77.595,2,0,104,200
Connaught Place,28.631,77.219,16,1,103,200
Indira Gandhi Athletic Stadium,26.111,91.761,23,1,305,500
City Centre Mall,26.152,91.776,0,2,87,120
City Centre Mall,26.152,91.776,6,1,55,120
Chhatrapati Shivaji Terminus,18.94,72.835,11,2,100,150
Chhatrapati Shivaji Terminus,18.94,72.835,21,4,90,150
Gateway of India Parking,18.922,72.834,14,5,34,80
UB City Mall,12.971,77.595,11,6,31,200
Gateway of India Parking,18.922,72.834,12,2,38,80
M Chinnaswamy Stadium,12.978,77.599,4,2,382,600
Gateway of India Parking,18.922,72.834,19,0,52,80
City Centre Mall,26.152,91.776,8,0,88,120
M Chinnaswamy Stadium,12.978,77.599,7,0,319,600
UB City Mall,12.971,77.595,8,6,29,200
Gateway of India Parking,18.922,72.834,14,2,45,80
Guwahati Railway Station,26.181,91.75,20,1,162,300
UB City Mall,12.971,77.595,17,1,133,200
M Chinnaswamy Stadium,12.978,77.599,12,5,291,600
M Chinnaswamy Stadium,12.978,77.599,21,4,349,600
M Chinnaswamy Stadium,12.978,77.599,9,3,329,600
Phoenix Marketcity,19.088,72.882,0,6,240,400
Phoenix Marketcity,19.088,72.882,23,3,161,400
UB City Mall,12.971,77.595,12,6,32,200
India Gate Parking,28.612,77.229,1,1,73,100
M Chinnaswamy Stadium,12.978,77.599,19,4,254,600
Gateway of India Parking,18.922,72.834,3,6,45,80
Indira Gandhi Athletic Stadium,26.111,91.761,17,3,270,500
M Chinnaswamy Stadium,12.978,77.599,20,1,453,600
Indira Gandhi Athletic Stadium,26.111,91.761,3,4,259,500
M Chinnaswamy Stadium,12.978,77.599,16,0,258,600
Gateway of India Parking,18.922,72.834,13,6,45,80
Guwahati Railway Station,26.181,91.75,17,2,138,300
Gateway of India Parking,18.922,72.834,20,2,44,80
Guwahati Railway Station,26.181,91.75,0,1,122,300
India Gate Parking,28.612,77.229,11,6,58,100
India Gate Parking,28.612,77.229,16,6,64,100
M Chinnaswamy Stadium,12.978,77.599,13,0,266,600
UB City Mall,12.971,77.595,9,0,94,200
UB City Mall,12.971,77.595,16,6,35,200
Gateway of India Parking,18.922,72.834,8,4,54,80
India Gate Parking,28.612,77.229,23,4,67,100
Indira Gandhi Athletic Stadium,26.111,91.761,23,6,306,500
UB City Mall,12.971,77.595,3,2,117,200
Chhatrapati Shivaji Terminus,18.94,72.835,23,6,118,150
India Gate Parking,28.612,77.229,18,6,76,100
Connaught Place,28.631,77.219,1,4,135,200
M Chinnaswamy Stadium,12.978,77.599,18,5,283,600
India Gate Parking,28.612,77.229,15,2,64,100
Chhatrapati Shivaji Terminus,18.94,72.835,2,4,79,150
Phoenix Marketcity,19.088,72.882,15,4,241,400
UB City Mall,12.971,77.595,15,5,32,200
M Chinnaswamy Stadium,12.978,77.599,15,6,456,600
Select CITYWALK,28.528,77.218,7,4,191,350
Indira Gandhi Athletic Stadium,26.111,91.761,20,3,213,500
Indira Gandhi Athletic Stadium,26.111,91.761,20,6,366,500
Gateway of India Parking,18.922,72.834,0,2,52,80
M Chinnaswamy Stadium,12.978,77.599,5,2,335,600
M Chinnaswamy Stadium,12.978,77.599,21,5,438,600
M Chinnaswamy Stadium,12.978,77.599,2,3,316,600
Chhatrapati Shivaji Terminus,18.94,72.835,4,5,61,150
India Gate Parking,28.612,77.229,18,1,59,100
Guwahati Railway Station,26.181,91.75,14,6,137,300
Phoenix Marketcity,19.088,72.882,12,2,195,400
M Chinnaswamy Stadium,12.978,77.599,19,6,394,600
Indira Gandhi Athletic Stadium,26.111,91.761,5,0,375,500
Select CITYWALK,28.528,77.218,18,6,227,350
Guwahati Railway Station,26.181,91.75,20,6,231,300
M Chinnaswamy Stadium,12.978,77.599,20,5,466,600
City Centre Mall,26.152,91.776,22,6,15,120
Select CITYWALK,28.528,77.218,18,4,272,350
Select CITYWALK,28.528,77.218,21,2,166,350
Indira Gandhi Athletic Stadium,26.111,91.761,21,6,298,500
Indira Gandhi Athletic Stadium,26.111,91.761,7,3,274,500
Select CITYWALK,28.528,77.218,11,3,204,350
Phoenix Marketcity,19.088,72.882,5,4,235,400
India Gate Parking,28.612,77.229,16,3,58,100
Gateway of India Parking,18.922,72.834,8,5,54,80
City Centre Mall,26.152,91.776,10,6,19,120
Gateway of India Parking,18.922,72.834,9,5,35,80
Phoenix Marketcity,19.088,72.882,12,2,238,400
Indira Gandhi Athletic Stadium,26.111,91.761,15,4,268,500
M Chinnaswamy Stadium,12.978,77.599,19,6,253,600
Chhatrapati Shivaji Terminus,18.94,72.835,23,3,99,150
City Centre Mall,26.152,91.776,13,6,23,120
Connaught Place,28.631,77.219,23,4,110,200
Connaught Place,28.631,77.219,9,5,158,200
Guwahati Railway Station,26.181,91.75,12,2,134,300
Indira Gandhi Athletic Stadium,26.111,91.761,1,3,235,500
Connaught Place,28.631,77.219,9,4,158,200
Guwahati Railway Station,26.181,91.75,9,3,131,300
Phoenix Marketcity,19.088,72.882,18,3,265,400
Phoenix Marketcity,19.088,72.882,12,6,299,400
Indira Gandhi Athletic Stadium,26.111,91.761,11,0,389,500
Indira Gandhi Athletic Stadium,26.111,91.761,8,1,246,500
Phoenix Marketcity,19.088,72.882,7,1,312,400
Connaught Place,28.631,77.219,9,3,100,200
Gateway of India Parking,18.922,72.834,2,6,57,80
Connaught Place,28.631,77.219,6,3,144,200
UB City Mall,12.971,77.595,15,5,18,200
Phoenix Marketcity,19.088,72.882,5,5,201,400
Guwahati Railway Station,26.181,91.75,19,0,148,300
Indira Gandhi Athletic Stadium,26.111,91.761,12,5,366,500
Gateway of India Parking,18.922,72.834,12,0,43,80
Gateway of India Parking,18.922,72.834,22,6,35,80
Select CITYWALK,28.528,77.218,5,4,147,350
Chhatrapati Shivaji Terminus,18.94,72.835,2,6,85,150
Phoenix Marketcity,19.088,72.882,13,6,302,400
Chhatrapati Shivaji Terminus,18.94,72.835,11,6,61,150
Connaught Place,28.631,77.219,19,4,121,200
Indira Gandhi Athletic Stadium,26.111,91.761,2,2,387,500
Guwahati Railway Station,26.181,91.75,9,2,205,300
UB City Mall,12.971,77.595,2,1,120,200
UB City Mall,12.971,77.595,4,5,18,200
Select CITYWALK,28.528,77.218,12,6,181,350
India Gate Parking,28.612,77.229,22,1,46,100
Connaught Place,28.631,77.219,11,2,111,200
Select CITYWALK,28.528,77.218,16,2,146,350
M Chinnaswamy Stadium,12.978,77.599,22,5,249,600
Gateway of India Parking,18.922,72.834,8,2,46,80
Connaught Place,28.631,77.219,13,5,133,200
UB City Mall,12.971,77.595,5,2,115,200
M Chinnaswamy Stadium,12.978,77.599,12,0,372,600
UB City Mall,12.971,77.595,20,1,149,200
City Centre Mall,26.152,91.776,12,1,48,120
Gateway of India Parking,18.922,72.834,2,5,42,80
City Centre Mall,26.152,91.776,9,5,18,120
India Gate Parking,28.612,77.229,15,0,56,100
Connaught Place,28.631,77.219,6,4,157,200
India Gate Parking,28.612,77.229,18,4,67,100
Gateway of India Parking,18.922,72.834,4,2,55,80
Select CITYWALK,28.528,77.218,19,3,141,350
M Chinnaswamy Stadium,12.978,77.599,13,1,450,600
Phoenix Marketcity,19.088,72.882,2,0,279,400
Indira Gandhi Athletic Stadium,26.111,91.761,19,1,311,500
UB City Mall,12.971,77.595,20,1,98,200
India Gate Parking,28.612,77.229,10,0,58,100
City Centre Mall,26.152,91.776,17,5,15,120
Indira Gandhi Athletic Stadium,26.111,91.761,21,0,301,500
Select CITYWALK,28.528,77.218,4,1,206,350
India Gate Parking,28.612,77.229,20,2,62,100
Phoenix Marketcity,19.088,72.882,10,0,294,400
Gateway of India Parking,18.922,72.834,19,5,35,80
Chhatrapati Shivaji Terminus,18.94,72.835,5,4,71,150
City Centre Mall,26.152,91.776,3,4,61,120
City Centre Mall,26.152,91.776,0,2,78,120
Gateway of India Parking,18.922,72.834,3,4,32,80
India Gate Parking,28.612,77.229,16,1,62,100
Phoenix Marketcity,19.088,72.882,1,0,252,400
Gateway of India Parking,18.922,72.834,23,0,57,80
Chhatrapati Shivaji Terminus,18.94,72.835,9,4,71,150
Guwahati Railway Station,26.181,91.75,15,1,175,300
Indira Gandhi Athletic Stadium,26.111,91.761,3,2,215,500
Gateway of India Parking,18.922,72.834,16,0,61,80
UB City Mall,12.971,77.595,1,2,120,200
Chhatrapati Shivaji Terminus,18.94,72.835,10,5,64,150
Guwahati Railway Station,26.181,91.75,5,2,169,300
Guwahati Railway Station,26.181,91.75,13,2,158,300
Gateway of India Parking,18.922,72.834,22,2,34,80
City Centre Mall,26.152,91.776,21,1,56,120
Connaught Place,28.631,77.219,21,4,84,200
Select CITYWALK,28.528,77.218,11,6,174,350
India Gate Parking,28.612,77.229,3,2,46,100
M Chinnaswamy Stadium,12.978,77.599,3,4,318,600
Guwahati Railway Station,26.181,91.75,7,2,195,300
UB City Mall,12.971,77.595,3,2,121,200
M Chinnaswamy Stadium,12.978,77.599,13,2,284,600
Guwahati Railway Station,26.181,91.75,4,4,153,300
Select CITYWALK,28.528,77.218,21,1,146,350
M Chinnaswamy Stadium,12.978,77.599,14,0,318,600
Select CITYWALK,28.528,77.218,13,0,167,350
Gateway of India Parking,18.922,72.834,22,6,59,80
Chhatrapati Shivaji Terminus,18.94,72.835,2,3,99,150
